LG_ST_Code,State,LG_DT_Code,District,Pincode,RegistrationDate,EnterpriseName,CommunicationAddress,Activities
8,RAJASTHAN,114,SIKAR,332706.0,13/04/2022,"BALAJI ENTERPRISES","KHASRA NO. 948, WARD NO. 6, POST NARSINGH PURI, KHASRA NO. 948, NEEM KA THANA, SIKAR","[{""NIC5DigitId"":""52291"",""Description"":""Activities of travel agents and tour operators""},{""NIC5DigitId"":""77100"",""Description"":""Renting and leasing of motor vehicles""}]"
8,RAJASTHAN,100,GANGANAGAR,335037.0,13/04/2022,"singh dairy farm","., ., 1 spm (sardarpura), ., post- paniwali, ganganagar","[{""NIC5DigitId"":""75000"",""Description"":""Veterinary activities""}]"
28,"ANDHRA PRADESH",502,ANANTHAPUR,515801.0,13/04/2022,"SRI GANESH TEXTILES","ROOM NO 9, SRI GANESH TEXTILES, VEGITABLE MARKET ROAD, ROOM NO 9, 00, GUNTAKAL","[{""NIC5DigitId"":""46419"",""Description"":""Wholesale of other clothing items n.e.c.""}]"
33,"TAMIL NADU",580,NAMAKKAL,637202.0,13/04/2022,"SRI  PERIYASAMY ELECTRICAL","148 A, Mettupudhur, Tiruchengode main road, 148 A, Namakkal, Namakkal","[{""NIC5DigitId"":""43211"",""Description"":""Installation of electrical wiring and fittings""}]"
3,PUNJAB,41,PATIALA,147001.0,13/04/2022,"WE R BROTHERS","OOFICE No-02, HNo-061, PATIALA, OOFICE No-02, SANOUN ADDA, PATIALA","[{""NIC5DigitId"":""10501"",""Description"":""Manufacture of pasteurised milk whether or not in bottles\/ polythene packs etc. (plain or flavoured)""},{""NIC5DigitId"":""10502"",""Description"":""Manufacture of milk-powder, ice-cream powder and condensed milk except baby milk food""},{""NIC5DigitId"":""10503"",""Description"":""Manufacture of baby milk foods""},{""NIC5DigitId"":""10504"",""Description"":""Manufacture of cream, butter, cheese, curd, ghee, khoya etc.""},{""NIC5DigitId"":""10505"",""Description"":""Manufacture of ice-cream, kulfi etc.""},{""NIC5DigitId"":""10711"",""Description"":""Manufacture of bread""}]"
36,TELANGANA,507,HYDERABAD,500016.0,13/04/2022,"M/s BHANU STUDIOS","H No 1-10-198, -, Lane No:1, H No 1-10-198, Begumpet, Hyderabad","[{""NIC5DigitId"":""74201"",""Description"":""Commercial and consumer photograph production""},{""NIC5DigitId"":""74209"",""Description"":""Other photographic activities""}]"
36,TELANGANA,685,KAMAREDDY,503187.0,13/04/2022,"S V MEDICAL AND GENERAL STORE","H NO 1-4-110, TADKOLE ROAD, TADKOLE ROAD, H NO 1-4-110, BANSWADA, BANSWADA","[{""NIC5DigitId"":""47721"",""Description"":""Retail sale of pharmaceuticals, medical and orthopaedic goods and toilet articles""}]"
33,"TAMIL NADU",586,THANJAVUR,612103.0,13/04/2022,"NANBARGAL OIL MILL","1659, AMMACHATHIRAM, K.R.RAMASWAMY NAGAR, 1659, THIRUVIDAIMARUDUR, THIRUVIDAIMARUDUR","[{""NIC5DigitId"":""10402"",""Description"":""Manufacture of vegetable oils and fats excluding corn oil""}]"
23,"MADHYA PRADESH",392,BALAGHAT,481222.0,13/04/2022,"YOGESH KUMAR KABIRE","WARD NO- 14, SAHEKI, LANJI, WARD NO- 14, LANJI, BALAGHAT","[{""NIC5DigitId"":""49300"",""Description"":""Transport via pipeline""}]"
9,"UTTAR PRADESH",130,BAREILLY,234001.0,13/04/2022,"Sparsh Spa","FLOOR 0, NEAR BUS STAND, MAIN ROAD, FLOOR 0, 0, BAREILLY","[{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""},{""NIC5DigitId"":""96095"",""Description"":""Activities of sauna and steam baths, massage salons etc.""}]"
33,"TAMIL NADU",570,CUDDALORE,607112.0,13/04/2022,"G R CONSTRUCTION","2/174, NIL, Park Street, 2/174, Melkavarappattu, Cuddalore","[{""NIC5DigitId"":""42909"",""Description"":""Other civil engineering projects n.e.c.""}]"
24,GUJARAT,459,SURAT,394221.0,13/04/2022,SHADES,"PLOT NO 531, GIDC, PANDESARA, PLOT NO 531, ,, SURAT","[{""NIC5DigitId"":""13999"",""Description"":""Manufacture of other textiles\/textile products n.e.c.""}]"
10,BIHAR,218,SARAN,841202.0,13/04/2022,"Lalesh Kumar","Ramgadha, Lalesh, Basant, Ramgadha, Sadar, Chapra","[{""NIC5DigitId"":""49300"",""Description"":""Transport via pipeline""}]"
8,RAJASTHAN,110,NAGAUR,341001.0,13/04/2022,"bhadu bartan bhandar","00, gudha bhagwandas, chadi road gudha bhagwandas, 00, 00, nagaur","[{""NIC5DigitId"":""24311"",""Description"":""Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron\/ cast-steel""}]"
28,"ANDHRA PRADESH",504,Y.S.R,516360.0,13/04/2022,"SRIKARA NET CAFE","3/305, YMR COLONY, YMR COLONY, 3/305, PRODDATUR, PRODDATUR","[{""NIC5DigitId"":""62099"",""Description"":""Other information technology and computer service activities n.e.c""}]"
3,PUNJAB,30,"FATEHGARH SAHIB",140406.0,13/04/2022,"AMANDEEP SINGH","H.NO.3906, W.NO.15, HAMAYUNPUR, H.NO.3906, ROAD, FATEHGARH SAHIB SIRHIND","[{""NIC5DigitId"":""49232"",""Description"":""Non-motorised road freight transport""}]"
24,GUJARAT,673,MORBI,363642.0,13/04/2022,"KANZARIYA SANTOSHBHAI HIRABHAI","DHARM MANGAL SOCIETY, NR WALL, MAHENDRA NAGAR, DHARM MANGAL SOCIETY, MORBI - 2, MORBI","[{""NIC5DigitId"":""49219"",""Description"":""Other urban or suburban passenger transport n.e.c.""}]"
19,"WEST BENGAL",704,"PASCHIM BARDHAMAN",713304.0,13/04/2022,"Ankita photography and lemination","Huttan road, Gc mitra road, Huttan road, Huttan road, Asansol, Asansol","[{""NIC5DigitId"":""20294"",""Description"":""Manufacture of photographic plates, films, sensitized paper and other sensitized unexposed materials,chemical preparations for photographic uses""}]"
36,TELANGANA,694,NAGARKURNOOL,509215.0,13/04/2022,"M/S RIJWANA FLOUR MILL","H.NO:3-54/1, POTHIREDDYPALLY, POTHIREDDYPALLY, H.NO:3-54/1, POTHIREDDYPALLY, THIMMAJIPET","[{""NIC5DigitId"":""10611"",""Description"":""Flour milling""}]"
10,BIHAR,211,"PASHCHIM  CHAMPARAN",845438.0,13/04/2022,"EHSAN READYMADE","S/O-MD MUSTAFA, DARGAH MOHALLA, BETTIAH, S/O-MD MUSTAFA, BETTIAH, BETTIAH","[{""NIC5DigitId"":""47510"",""Description"":""Retail sale of textiles in specialized stores""}]"
7,DELHI,81,"NORTH EAST",110053.0,13/04/2022,"HE FOODS","B-53, KRISHNA KUNJ GALI, KRISHNA KUNJ GALI, B-53, BLOCK-B, DELHI","[{""NIC5DigitId"":""46304"",""Description"":""Wholesale of confectionery, bakery products and beverages other than intoxicants""}]"
14,MANIPUR,256,"IMPHAL WEST",795132.0,13/04/2022,"Sandhya Beauty Studio","N/A, Mayang Imphal, MAYAI LAMBI ROAD, N/A, WANGOI, IMPHAL","[{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""},{""NIC5DigitId"":""14109"",""Description"":""Manufacture of wearing apparel n.e.c.""},{""NIC5DigitId"":""96095"",""Description"":""Activities of sauna and steam baths, massage salons etc.""}]"
22,CHHATTISGARH,378,DURG,490011.0,13/04/2022,"Bablu singh","Khursipar, Khursipar, Bhilai, Khursipar, Bhilai, Bhilai","[{""NIC5DigitId"":""45300"",""Description"":""Sale of motor vehicle parts and accessories""}]"
27,MAHARASHTRA,474,DHULE,424002.0,13/04/2022,"SAI BHUSAR KENDRA","GHANEGAON, GHANEGAON, GHANEGAON, GHANEGAON, GHANEGAON, SAKRI","[{""NIC5DigitId"":""10614"",""Description"":""Grain milling other than wheat, rice and dal""}]"
32,KERALA,566,THRISSUR,680568.0,13/04/2022,"SMT SHANMUGHAN SHEEBA","VAZHAPPULLY HOUSE, SMT SHANMUGHAN SHEEBA, KARIPPAVU, VAZHAPPULLY HOUSE, THRIPRAYAR, THRISSUR","[{""NIC5DigitId"":""96091"",""Description"":""Social activities such as escort services, marriage bureaus""}]"
27,MAHARASHTRA,491,RAIGAD,410201.0,13/04/2022,"Purnima foods","101, Ambiwali Budruk, Pimpalpada Road, 101, Raigad, Raigad","[{""NIC5DigitId"":""10795"",""Description"":""Grinding and processing of spices""},{""NIC5DigitId"":""10796"",""Description"":""Manufacture of papads, appalam and similar food products""}]"
27,MAHARASHTRA,491,RAIGAD,402201.0,13/04/2022,"A SINGLELINE HISTORY","SHOP NO 1 B WING, RAJANI NARYAN CO HO SO, ALIBAG, SHOP NO 1 B WING, ALIBAG, ALIBAG","[{""NIC5DigitId"":""74102"",""Description"":""Activities of interior decorators""}]"
2,"HIMACHAL PRADESH",20,KULLU,172026.0,13/04/2022,"MALHOTRA TRADERS","ANNI, ANNI, KULLU, ANNI, TEMPLE, ANNI, ANNI, KULLU, ANNI, KULLU","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
28,"ANDHRA PRADESH",505,"EAST GODAVARI",530008.0,13/04/2022,"BOLLINKA RAMA DEVI","57-1-113, GANSEH NAGAR ,OLD ITI JUNCTION, MAIN ROAD, 57-1-113, GROUND FLOOR, VISAKHAPATANM","[{""NIC5DigitId"":""47640"",""Description"":""Retail sale of games and toys in specialized stores""}]"
27,MAHARASHTRA,492,RATNAGIRI,415639.0,13/04/2022,"Gaurang Kirana Store","Mavlati Orpewadi, Lajool, Lajool, Mavlati Orpewadi, Ratnagiri, Ratnagiri","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
32,KERALA,561,KOZHIKODE,673507.0,13/04/2022,"KEYGEES OIL MILL","11/400, KANDOTHKUNI, KANDOTHKUNI, 11/400, KUNNUMMAL, KOZHIKODE","[{""NIC5DigitId"":""10402"",""Description"":""Manufacture of vegetable oils and fats excluding corn oil""}]"
33,"TAMIL NADU",588,THENI,625533.0,13/04/2022,"SRI HARI STORE","30d 1, 0, KARUPPAIYA KONAR STREET, 30d 1, UTHAMAPALAYAM, HANUMANTHAN PATTI","[{""NIC5DigitId"":""56292"",""Description"":""Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis""}]"
9,"UTTAR PRADESH",160,KUSHINAGAR,274207.0,13/04/2022,"TEJAS KIDS WEAR","461, NEAR POST OFFICE, NEAR POST OFFICE, 461, SUKRAULI, SUKRAULI","[{""NIC5DigitId"":""47739"",""Description"":""Other retail sale of new goods in specialized stores n.e.c (weapons and ammunition, non food products)""}]"
8,RAJASTHAN,102,JAIPUR,303103.0,13/04/2022,"BALAJI KIRANA AND GENERAL STORE","-, -, -, -, SHAHPURA, JAIPUR","[{""NIC5DigitId"":""32909"",""Description"":""Manufacture of other articles n.e.c.""}]"
33,"TAMIL NADU",596,VILLUPURAM,605401.0,13/04/2022,"SHRI RAJENDIRAN ELANCHEZHIYAN","2/182, CHINNA STREET, CHINNA STREET, 2/182, 2/182, VILLUPURAM","[{""NIC5DigitId"":""45200"",""Description"":""Maintenance and repair of motor vehicles""}]"
19,"WEST BENGAL",303,"NORTH 24 PRAGANAS",743445.0,15/06/2022,"CUSTOMER SERVICE POINT","Gopalpur, Gopalpur, Gopalpur madartala road, Gopalpur, Haroa, North 24 parganas","[{""NIC5DigitId"":""47990"",""Description"":""Other retail sale not in stores, stalls or markets""}]"
27,MAHARASHTRA,490,PUNE,411021.0,15/06/2022,"PRABHU ENTERPRISES","Sr No 62/A/4/B, Near Windmill Society, Bavdhan Road, Sr No 62/A/4/B, Opp Rathi Farm, Pune","[{""NIC5DigitId"":""56102"",""Description"":""Cafeterias, fast-food restaurants and other food preparation in market stalls""}]"
21,ODISHA,350,CUTTACK,754028.0,15/06/2022,"POOJA vandar","Qrno-47, House, At-Labour tenament, Qrno-47, Ward no-10, Cuttack","[{""NIC5DigitId"":""47990"",""Description"":""Other retail sale not in stores, stalls or markets""}]"
19,"WEST BENGAL",704,"PASCHIM BARDHAMAN",713378.0,15/06/2022,"Sova Rani Engineerings","Dahuka, Dahuka, Chinchuria, Dahuka, Jamuria, Asansol","[{""NIC5DigitId"":""47521"",""Description"":""Retail sale of building material such as bricks, wood, sanitary equipment""},{""NIC5DigitId"":""42909"",""Description"":""Other civil engineering projects n.e.c.""}]"
20,JHARKHAND,325,DHANBAD,828116.0,15/06/2022,"HEMANT ICE PARLOUR","00, HEMANT ICE PARLOUR, KARKEND, 00, 00, DHANBAD","[{""NIC5DigitId"":""10505"",""Description"":""Manufacture of ice-cream, kulfi etc.""}]"
27,MAHARASHTRA,487,NASHIK,422010.0,15/06/2022,"shiv enterprices","jadhav sankul, datta mandir, ambad link road, jadhav sankul, chunchale shivar, Nashik","[{""NIC5DigitId"":""96091"",""Description"":""Social activities such as escort services, marriage bureaus""}]"
29,KARNATAKA,525,"BENGALURU (URBAN)",560023.0,15/06/2022,"Majesty Garments","No.5/13-1, 2nd Floor, Majesty Garments, 8th Main, 7th Cross, No.5/13-1, 2nd Floor, Bhuvaneshwarinagar, Bangalore","[{""NIC5DigitId"":""14101"",""Description"":""Manufacture of all types of textile garments and clothing accessories""}]"
10,BIHAR,192,BHAGALPUR,812001.0,15/06/2022,"Yash Agency","23, Yash Agency, Radh Rani Sinha Road, 23, Jagdishpur, Bhagalpur","[{""NIC5DigitId"":""27104"",""Description"":""Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors, junction boxes etc.) for a voltage exceeding 1000 volts; similar apparatus (including relays, sockets etc.) for a voltage not exceeding 1000 volts; boards, panels, consoles, cabinets and other bases equipped with two or more of the above apparatus for electricity control or distribution of electricity including power capacitors.)""}]"
9,"UTTAR PRADESH",145,GHAZIABAD,201014.0,15/06/2022,"FASHION FAB","URVASHI 1-906, AMRAPALI ROYAL, VAIBHAV KHAND ROAD, URVASHI 1-906, VAIBHAV KHAND, GHAZIABAD","[{""NIC5DigitId"":""47711"",""Description"":""Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.""}]"
8,RAJASTHAN,110,NAGAUR,341306.0,15/06/2022,"PANKAJ AND COMPANY","PANKAJ AND COMPANY, PANKAJ AND COMPANY, BACHHRAJ ROAD, PANKAJ AND COMPANY, LADNUN, LADNUN","[{""NIC5DigitId"":""46909"",""Description"":""Other non-specialised wholesale trade n.e.c.""},{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
9,"UTTAR PRADESH",118,AGRA,282001.0,15/06/2022,"PUSHKAR JEWELLERS","00, NEAR SILVER LINE SCHOOL, RAJPUR CHUNGI, 00, 00, AGRA","[{""NIC5DigitId"":""32111"",""Description"":""Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials""}]"
27,MAHARASHTRA,490,PUNE,411019.0,15/06/2022,"M/S SHRI SAI SAMARTHA FOODS","FLAT NO.C-701, RICH WOODS, SEC NO.11, SPINE ROAD MOSHI, FLAT NO.C-701, PLOT NO.150, PUNE","[{""NIC5DigitId"":""47214"",""Description"":""Retail sale of bakery products, dairy products and eggs""},{""NIC5DigitId"":""10712"",""Description"":""Manufacture of biscuits, cakes, pastries, rusks etc.""},{""NIC5DigitId"":""10719"",""Description"":""Manufacture of other bakery products n.e.c.""}]"
27,MAHARASHTRA,470,BEED,431122.0,15/06/2022,"RITVIK JENTS PARLOR","02, RITVIK JENTS PARLOR, Nagar Road, 02, Beed, Beed","[{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""},{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""}]"
9,"UTTAR PRADESH",169,MEERUT,250342.0,15/06/2022,"ASIF ALI","Pithlokhar, Pithlokhar, Meerut, Pithlokhar, Meerut, Meerut","[{""NIC5DigitId"":""53100"",""Description"":""Postal activities""}]"
6,HARYANA,60,FARIDABAD,121004.0,15/06/2022,"S MED HEALTH CARE","OFFICE NO 10, SINDHU MARKET, UNCHA GOUN ROAD, OFFICE NO 10, BALLABHGRAH, FARIDABAD","[{""NIC5DigitId"":""46901"",""Description"":""Wholesale trade via e-commerce excluding activities of commission agents""}]"
38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",465,"DADRA AND NAGAR HAVELI",396230.0,15/06/2022,"REENABEN KALPESHBHAI GANVIT","PATELPADA, MORKHEL, MORKHEL, PATELPADA, MORKHEL, SILVASSA","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
6,HARYANA,74,SIRSA,125055.0,15/06/2022,"BANARSI DASS & SONS","1/201, Banarsi Dass & Sons, MASJID WALI GALI, 1/201, NEW MARKET SADAR BAZAR, SIRSA","[{""NIC5DigitId"":""46909"",""Description"":""Other non-specialised wholesale trade n.e.c.""},{""NIC5DigitId"":""95299"",""Description"":""Repair of other personal and household goods n.e.c.""}]"
9,"UTTAR PRADESH",169,MEERUT,250001.0,16/06/2022,SABIR,"198, Mohammadpur lala kanaker khera, Kankar khera, 198, Meerut, Meerut","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
24,GUJARAT,438,AHMADABAD,380028.0,16/06/2022,"ASK ME NOW","5, Madhuvan Society, Kankaria Road, 5, 5, Ahmedabad","[{""NIC5DigitId"":""68100"",""Description"":""Real estate activities with own or leased property""},{""NIC5DigitId"":""68200"",""Description"":""Real estate activities on a fee or contract basis""},{""NIC5DigitId"":""70200"",""Description"":""Management consultancy activities""},{""NIC5DigitId"":""73100"",""Description"":""Advertising""}]"
27,MAHARASHTRA,497,THANE,401101.0,16/06/2022,"AMIT COLLECTION","SHOP NO 6, PARSHWA NAGAR C H SOC LTD BLDG NO 2, BHAYANDER WEST, SHOP NO 6, D N ROAD, Thane","[{""NIC5DigitId"":""47711"",""Description"":""Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.""}]"
27,MAHARASHTRA,482,"MUMBAI ",400002.0,16/06/2022,"Ganesh Jewels","Room no 57, Pragji Vrindavan premises, Dhirubhai Pareikh Marg, Room no 57, 4th Floor, Mumbai","[{""NIC5DigitId"":""32111"",""Description"":""Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials""}]"
29,KARNATAKA,525,"BENGALURU (URBAN)",560076.0,16/06/2022,"M/S TAXCELLENT INFRA PRIVATE LIMITED","#923, 2nd Floor,, 12th Cross, Bengaluru, #923, 2nd Floor,, 2nd Block, Bengaluru","[{""NIC5DigitId"":""66309"",""Description"":""Management of other investment funds""},{""NIC5DigitId"":""69100"",""Description"":""Legal activities""},{""NIC5DigitId"":""69201"",""Description"":""Accounting, bookkeeping and auditing activities""},{""NIC5DigitId"":""73100"",""Description"":""Advertising""}]"
3,PUNJAB,34,JALANDHAR,144002.0,16/06/2022,"Seerat collection","Wn 391, Seerat collection, Katra mohalla basti danishmand, Wn 391, Ward no 34, Jalandhar","[{""NIC5DigitId"":""13991"",""Description"":""Embroidery work and making of laces and fringes""}]"
23,"MADHYA PRADESH",638,SINGRAULI,486889.0,16/06/2022,"TAKKAR INTERNATIONAL","House No 90, Ward No 03, Circuit House Road, House No 90, Singrauli, Singrauli","[{""NIC5DigitId"":""63122"",""Description"":""Operation of other websites that act as portals to the Internet, such as media sites providing periodically updated content""},{""NIC5DigitId"":""64990"",""Description"":""Other financial service activities, except insurance and pension funding activities, n.e.c""},{""NIC5DigitId"":""95210"",""Description"":""Repair of consumer electronics""},{""NIC5DigitId"":""95221"",""Description"":""Repair and servicing of household appliances ( refrigerators, stoves, washing machines, clothes dryers, room air conditioners, etc. )""},{""NIC5DigitId"":""33122"",""Description"":""Repair and maintenance of pumps and related equipment, fluid power equipment, valves""},{""NIC5DigitId"":""33140"",""Description"":""Repair of electrical equipment""}]"
7,DELHI,79,"NEW DELHI",110025.0,16/06/2022,"ATS SOLUTIONS","D51/2, FIRST FLOOR, ,, SHAHEEN BAGH, D51/2, FIRST FLOOR, JAMIA NAGAR, OKHLA,, NEW DELHI","[{""NIC5DigitId"":""50120"",""Description"":""Sea and coastal freight water transport""}]"
27,MAHARASHTRA,483,"MUMBAI SUBURBAN",400043.0,16/06/2022,"KHAN BROTHERS TOUR AND TRAVEL","ROAD NO. 10, SHASTRI NAGAR, 90 FEET ROAD, ROAD NO. 10, NEW BUS DEPO, MUMBAI","[{""NIC5DigitId"":""52291"",""Description"":""Activities of travel agents and tour operators""}]"
24,GUJARAT,453,NAVSARI,396436.0,16/06/2022,"Royal Accountancy","117, SAI VILA, PIPAL STREET, 117, 117, MAROLI BAZAR","[{""NIC5DigitId"":""69201"",""Description"":""Accounting, bookkeeping and auditing activities""}]"
24,GUJARAT,438,AHMADABAD,380051.0,16/06/2022,"Laxmi HK Service","5-187, VARJ VIHAR CO, VEJALPUR, 5-187, 5, AHMEDABAD","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
23,"MADHYA PRADESH",427,SEHORE,466001.0,16/06/2022,"M/s Zrk Enterprises","Kanchan market, Jamshednagar, Dulah badsha road, Kanchan market, sehore, Sehore","[{""NIC5DigitId"":""47990"",""Description"":""Other retail sale not in stores, stalls or markets""},{""NIC5DigitId"":""56292"",""Description"":""Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis""},{""NIC5DigitId"":""56304"",""Description"":""Mobile beverage vendors""},{""NIC5DigitId"":""58199"",""Description"":""Other publishing activities (including on-line) n.e.c.""},{""NIC5DigitId"":""62099"",""Description"":""Other information technology and computer service activities n.e.c""},{""NIC5DigitId"":""63114"",""Description"":""Providing data entry services""},{""NIC5DigitId"":""79900"",""Description"":""Other reservation service and related activities""},{""NIC5DigitId"":""95111"",""Description"":""Repair and maintenance of computer and peripheral equipment""},{""NIC5DigitId"":""95299"",""Description"":""Repair of other personal and household goods n.e.c.""},{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
